ID,PANEL_NAME,TEST_NAME,"Comp_FLAG
(H = positive result / 0 = negative result)","Screen_FLAG 
(H = positive result / 0 = negative result / blank = not tested)","Confirm_FLAG 
(H = positive result / 0 = negative result / blank = not tested)",COMP/EIA_Comparison,COMP/Confirm_Comparison,EIA/Confirm_Comparison
3087,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3088,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
3089,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3090,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3091,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3092,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3093,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3094,Pain (PAR) - Comprehensive Screen Panel,Methadone,H,H,H,H/H,H/H,H/H
3095,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3096,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3097,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3098,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3099,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3100,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3101,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3102,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3103,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3104,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3105,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3106,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
3107,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3108,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3109,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3110,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3111,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3112,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,H,,H,,H/H,
3113,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3114,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3115,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3116,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3117,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3118,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3119,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3120,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3121,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3122,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3123,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3124,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
3125,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3126,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3127,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3128,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3129,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3130,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3131,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,H,,H,,H/H,
3132,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3133,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3134,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3135,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3136,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3137,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3138,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3139,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3140,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3141,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3142,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
3143,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3144,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3145,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3146,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3147,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3148,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3149,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3150,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3151,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3152,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3153,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3154,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3155,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3156,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3157,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3158,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3159,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3160,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
3161,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3162,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3163,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3164,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3165,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3166,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3167,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3168,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3169,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3170,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3171,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3172,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3173,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3174,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3175,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3176,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3177,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3178,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
3179,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3180,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3181,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3182,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3183,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3184,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3185,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3186,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3187,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3188,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3189,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3190,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3191,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3192,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3193,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3194,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3195,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3196,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
3197,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3198,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3199,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3200,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3201,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3202,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3203,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3204,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3205,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3206,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3207,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3208,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3209,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3210,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3211,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3212,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3213,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3214,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
3215,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3216,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3217,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3218,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3219,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3220,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3221,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3222,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3223,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3224,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3225,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3226,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3227,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3228,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3229,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3230,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3231,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3232,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,H,H,H,H/H,H/H,H/H
3233,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3234,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3235,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,H,0,0/H,0/0,H/0
3236,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3237,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3238,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3239,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3240,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3241,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3242,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3243,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3244,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3245,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3246,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3247,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3248,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3249,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3250,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,H,H,H,H/H,H/H,H/H
3251,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3252,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3253,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3254,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3255,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3256,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3257,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3258,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3259,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3260,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3261,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3262,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3263,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3264,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3265,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3266,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3267,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3268,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,0,0/0,0/0,0/0
3269,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3270,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3271,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3272,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3273,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3274,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3275,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3276,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3277,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3278,Pain (PAR) - Comprehensive Screen Panel,Naloxone,0,,0,,0/0,
3279,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3280,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,0,0,0,0/0,0/0,0/0
3281,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3282,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,0,0,0,0/0,0/0,0/0
3283,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3284,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3285,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3286,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,0,0,0,0/0,0/0,0/0
3287,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3288,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3289,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3290,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3291,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3292,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3293,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3294,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3295,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3296,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3297,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,0,,0,,0/0,
3298,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3299,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3300,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3301,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3302,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3303,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3304,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,H,H,H,H/H,H/H,H/H
3305,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3306,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3307,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,H,0,0/H,0/0,H/0
3308,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3309,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3310,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3311,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3312,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3313,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3314,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3315,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3316,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3317,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3318,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3319,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3320,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3321,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3322,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,H,H,H,H/H,H/H,H/H
3323,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3324,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3325,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3326,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
3327,Pain (PAR) - Comprehensive Screen Panel,Hydromorphone,0,0,0,0/0,0/0,0/0
3328,Pain (PAR) - Comprehensive Screen Panel,Methylphenidate,0,,0,,0/0,
3329,Pain (PAR) - Comprehensive Screen Panel,Oxazepam,0,0,0,0/0,0/0,0/0
3330,Pain (PAR) - Comprehensive Screen Panel,Oxycodone,0,0,0,0/0,0/0,0/0
3331,Pain (PAR) - Comprehensive Screen Panel,Oxymorphone,0,0,0,0/0,0/0,0/0
3332,Pain (PAR) - Comprehensive Screen Panel,Tapentadol,0,0,,0/0,,
3333,Pain (PAR) - Comprehensive Screen Panel,Gabapentin,H,,H,,H/H,
3334,Pain (PAR) - Comprehensive Screen Panel,Temazepam,0,0,0,0/0,0/0,0/0
3335,Pain (PAR) - Comprehensive Screen Panel,Norhydrocodone,0,0,,0/0,,
3336,Pain (PAR) - Comprehensive Screen Panel,MDA,0,0,0,0/0,0/0,0/0
3337,Pain (PAR) - Comprehensive Screen Panel,Tramadol,0,0,,0/0,,
3338,Pain (PAR) - Comprehensive Screen Panel,MDEA,0,0,0,0/0,0/0,0/0
3339,Pain (PAR) - Comprehensive Screen Panel,Noroxycodone,0,0,,0/0,,
3340,Pain (PAR) - Comprehensive Screen Panel,Amphetamine,0,0,H,0/0,0/H,0/H
3341,Pain (PAR) - Comprehensive Screen Panel,Ecstasy (MDMA),0,0,0,0/0,0/0,0/0
3342,Pain (PAR) - Comprehensive Screen Panel,Cocaine Metabolite (Benzoylecgonine),0,0,0,0/0,0/0,0/0
3343,Pain (PAR) - Comprehensive Screen Panel,Methamphetamine,0,0,0,0/0,0/0,0/0
3344,Pain (PAR) - Comprehensive Screen Panel,Nordiazepam,0,0,0,0/0,0/0,0/0
3345,Pain (PAR) - Comprehensive Screen Panel,Norfentanyl,0,0,0,0/0,0/0,0/0
3346,Pain (PAR) - Comprehensive Screen Panel,Methadone,0,0,0,0/0,0/0,0/0
3347,Pain (PAR) - Comprehensive Screen Panel,Ritalinic Acid,0,,0,,0/0,
3348,Pain (PAR) - Comprehensive Screen Panel,Codeine,0,0,0,0/0,0/0,0/0
3349,Pain (PAR) - Comprehensive Screen Panel,Morphine,0,0,0,0/0,0/0,0/0
3350,Pain (PAR) - Comprehensive Screen Panel,Naloxone,H,,H,,H/H,
3351,Pain (PAR) - Comprehensive Screen Panel,6-betanaltrexol,0,,,,,
3352,Pain (PAR) - Comprehensive Screen Panel,Norbuprenorphine,H,H,H,H/H,H/H,H/H
3353,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxyalprazolam,0,0,0,0/0,0/0,0/0
3354,Pain (PAR) - Comprehensive Screen Panel,Buprenorphine,H,H,H,H/H,H/H,H/H
3355,Pain (PAR) - Comprehensive Screen Panel,Heroin Metabolite (6-AM),0,0,0,0/0,0/0,0/0
3356,Pain (PAR) - Comprehensive Screen Panel,7-aminoclonazepam,0,0,0,0/0,0/0,0/0
3357,Pain (PAR) - Comprehensive Screen Panel,7-aminoflunitrazepam,0,0,,0/0,,
3358,Pain (PAR) - Comprehensive Screen Panel,THC Metabolite,H,H,H,H/H,H/H,H/H
3359,Pain (PAR) - Comprehensive Screen Panel,Alpha-hydroxymidazolam,0,0,0,0/0,0/0,0/0
3360,Pain (PAR) - Comprehensive Screen Panel,Lorazepam,0,0,0,0/0,0/0,0/0
3361,Pain (PAR) - Comprehensive Screen Panel,Methadone Metabolite (EDDP),0,0,0,0/0,0/0,0/0
3362,Pain (PAR) - Comprehensive Screen Panel,Hydrocodone,0,0,0,0/0,0/0,0/0
